# UDP TCP WGET
810 			810 	810		"Direct connection"
812 			811 	811		"No VNF"
809				810 	812		"1 Linux bridge"
807				805 	812		"2 Linux bridges"
771 			797		805		"4 Linux bridges"
538				793 	797		"6 Linux bridges"
410 			771		761		"8 Linux bridges"
328				751		631		"10 Linux bridges"	
